Geographical Location (Latitude),Geographical Location (Longitude),Sampling Date,Nitrogen (mg/L),Phosphorus (mg/L),State of Sewage System,Location
-71.8006517,163.2994206,7/27/2016,2.108292399,2.081056517,Moderate,"(-71.8006517, 163.2994206)"
-32.6917914,-163.6263096,9/23/2020,4.167703682,1.545841112,Good,"(-32.6917914, -163.6263096)"
88.26633399,-146.7688603,6/30/2018,7.354492733,3.034943026,Good,"(88.26633399, -146.7688603)"
74.18717154,12.3936452,2/13/2015,5.416941426,1.786049199,Good,"(74.18717154, 12.3936452)"
-85.46574793,-95.36331079,1/11/2014,6.045394243,3.000826984,Good,"(-85.46574793, -95.36331079)"
71.75478031,-11.97421288,6/4/2019,5.318442395,0.868732081,Moderate,"(71.75478031, -11.97421288)"
-18.61017982,40.58689867,1/31/2015,0.882868049,1.696652024,Good,"(-18.61017982, 40.58689867)"
-16.4207107,30.81899514,10/28/2014,8.268845533,2.05180084,Good,"(-16.4207107, 30.81899514)"
-7.010960553,102.6999727,2/23/2020,8.636186183,0.408930255,Good,"(-7.010960553, 102.6999727)"
69.25766801,48.50159051,5/30/2014,9.541005394,4.32170708,Good,"(69.25766801, 48.50159051)"
52.64980301,-44.46505279,12/24/2022,3.535588201,2.426388997,Moderate,"(52.64980301, -44.46505279)"
87.01811608,-33.64393322,11/10/2014,9.429299081,0.174046446,Moderate,"(87.01811608, -33.64393322)"
-32.42989991,-9.119431749,9/4/2014,6.943977674,3.637262329,Good,"(-32.42989991, -9.119431749)"
-32.13487245,42.77104436,10/16/2020,0.401700249,2.532268569,Poor,"(-32.13487245, 42.77104436)"
-4.646733793,106.001894,8/31/2018,4.987599329,4.879540807,Good,"(-4.646733793, 106.001894)"
-64.72088615,49.02179205,9/13/2016,8.662669923,4.202418501,Good,"(-64.72088615, 49.02179205)"
54.3723343,39.99781667,10/13/2023,6.31632037,0.966104002,Poor,"(54.3723343, 39.99781667)"
-22.6054829,31.67739821,6/12/2022,5.260200512,4.885976576,Moderate,"(-22.6054829, 31.67739821)"
-54.36309601,77.17964653,2/6/2014,2.259361862,3.449143506,Moderate,"(-54.36309601, 77.17964653)"
18.22989106,-98.42167849,9/10/2021,4.021950483,2.579737427,Good,"(18.22989106, -98.42167849)"
-15.64449734,-117.8675648,1/5/2021,4.960768435,3.305314441,Poor,"(-15.64449734, -117.8675648)"
-32.8931645,-80.57526097,12/5/2018,5.281429967,4.240914949,Good,"(-32.8931645, -80.57526097)"
48.69793109,-54.48000165,10/31/2017,1.787568558,0.818784405,Good,"(48.69793109, -54.48000165)"
76.16862381,25.1004976,9/17/2019,1.229834866,4.015275819,Good,"(76.16862381, 25.1004976)"
42.86727822,-107.9976779,9/30/2015,5.447158872,4.474807906,Moderate,"(42.86727822, -107.9976779)"
-34.03253154,-116.7887771,2/4/2022,5.498687295,4.765552874,Good,"(-34.03253154, -116.7887771)"
89.70387788,163.6123187,6/26/2018,8.810697946,0.724256546,Moderate,"(89.70387788, 163.6123187)"
8.436272185,122.2224319,2/21/2015,5.122928654,1.251587144,Good,"(8.436272185, 122.2224319)"
16.3668106,-50.32480344,1/20/2014,8.489754943,4.068659546,Poor,"(16.3668106, -50.32480344)"
86.22196542,-102.2931674,11/30/2021,6.758030906,1.316791787,Moderate,"(86.22196542, -102.2931674)"
71.78853947,-38.68158744,5/16/2018,8.127680375,2.713353212,Poor,"(71.78853947, -38.68158744)"
-72.22322038,-15.72245494,6/16/2018,4.492443092,3.498383024,Good,"(-72.22322038, -15.72245494)"
-63.61492749,13.59862397,11/9/2017,1.972366114,0.766894767,Moderate,"(-63.61492749, 13.59862397)"
-35.05193822,-42.58809895,9/13/2018,1.464897112,3.409585255,Moderate,"(-35.05193822, -42.58809895)"
79.75120691,-72.83343058,5/10/2016,1.335791131,1.434029729,Good,"(79.75120691, -72.83343058)"
-70.83084352,-128.0611015,8/8/2018,2.855914671,1.116356838,Good,"(-70.83084352, -128.0611015)"
-57.30796896,-130.5990518,4/28/2017,7.682347955,1.611756618,Poor,"(-57.30796896, -130.5990518)"
-27.61059409,155.8036703,3/13/2014,5.688056873,4.264653267,Good,"(-27.61059409, 155.8036703)"
41.78559945,-136.779527,2/11/2018,2.332410338,1.011983058,Moderate,"(41.78559945, -136.779527)"
62.16561336,107.2181678,6/9/2020,6.753513286,4.583059157,Good,"(62.16561336, 107.2181678)"
50.04699245,159.9675103,7/28/2020,6.590354124,0.579136157,Good,"(50.04699245, 159.9675103)"
-34.64423294,-2.156894061,11/22/2020,5.63291291,1.256347629,Moderate,"(-34.64423294, -2.156894061)"
-6.822444667,-118.6625792,10/13/2019,7.097254323,4.194897974,Moderate,"(-6.822444667, -118.6625792)"
-71.68135202,147.3820019,10/3/2023,3.225447493,0.256779679,Good,"(-71.68135202, 147.3820019)"
-15.27745413,-87.76871174,11/23/2021,9.757739126,1.300282923,Good,"(-15.27745413, -87.76871174)"
-8.674736745,-14.93942301,8/2/2021,8.709895728,0.83611654,Good,"(-8.674736745, -14.93942301)"
-75.96129278,-164.9890798,7/10/2018,5.827870467,2.596034308,Moderate,"(-75.96129278, -164.9890798)"
-5.34216918,92.79417013,2/15/2016,3.983176312,2.122473035,Moderate,"(-5.34216918, 92.79417013)"
-12.81424137,-90.31014957,10/23/2015,5.974901708,3.064184084,Moderate,"(-12.81424137, -90.31014957)"
9.934898818,142.038905,1/18/2019,2.878651847,1.004102443,Poor,"(9.934898818, 142.038905)"
-14.95188862,46.30804167,5/14/2022,1.024567448,2.669921705,Good,"(-14.95188862, 46.30804167)"
35.16236427,-177.9852257,11/29/2016,4.575493446,0.643226478,Good,"(35.16236427, -177.9852257)"
-39.33832909,-86.6481503,9/16/2023,1.038223331,0.108358356,Good,"(-39.33832909, -86.6481503)"
-50.13176782,-144.5785966,6/11/2014,4.671777179,3.080049301,Good,"(-50.13176782, -144.5785966)"
31.07288507,35.0586264,12/13/2019,9.535799516,2.658214326,Poor,"(31.07288507, 35.0586264)"
-84.10033777,68.72218506,8/29/2021,9.054396446,1.935529775,Good,"(-84.10033777, 68.72218506)"
-56.02820203,19.58957609,7/20/2020,3.014528707,0.52189063,Moderate,"(-56.02820203, 19.58957609)"
54.53556811,-17.07950649,6/10/2017,4.884222148,0.22304932,Moderate,"(54.53556811, -17.07950649)"
3.029947269,86.55515659,9/27/2017,8.180489795,3.691779475,Moderate,"(3.029947269, 86.55515659)"
62.94417776,-151.2308267,5/7/2014,4.701283633,1.27132953,Good,"(62.94417776, -151.2308267)"
-48.37410846,63.42666882,11/27/2018,2.810432812,0.565395428,Good,"(-48.37410846, 63.42666882)"
80.17757467,-13.75785034,2/3/2015,3.592657171,1.008393727,Poor,"(80.17757467, -13.75785034)"
-89.33224072,102.8111544,9/27/2015,3.093797912,0.364807812,Good,"(-89.33224072, 102.8111544)"
76.86370238,-159.9530399,6/2/2019,7.692582619,1.152418735,Good,"(76.86370238, -159.9530399)"
43.72169257,101.5056712,5/1/2022,0.632020077,2.18771331,Poor,"(43.72169257, 101.5056712)"
-58.91459649,175.0765538,4/13/2022,7.187194246,0.017472749,Moderate,"(-58.91459649, 175.0765538)"
-32.09442868,29.54410829,1/30/2022,1.374638395,0.135013432,Poor,"(-32.09442868, 29.54410829)"
-1.155864394,168.4869358,8/29/2018,9.017840629,1.462035672,Good,"(-1.155864394, 168.4869358)"
-70.68581433,74.01280719,4/25/2015,0.391969442,2.897261656,Good,"(-70.68581433, 74.01280719)"
-33.71582817,122.913394,11/5/2021,7.136218533,0.464076769,Good,"(-33.71582817, 122.913394)"
82.53582196,127.284805,7/9/2018,0.679835508,0.324835295,Good,"(82.53582196, 127.284805)"
5.173472106,-179.3247221,11/17/2021,0.346836771,4.507279174,Good,"(5.173472106, -179.3247221)"
46.70104526,31.90005851,1/23/2019,7.316030904,4.489688656,Good,"(46.70104526, 31.90005851)"
48.00047419,-173.4409635,7/1/2016,2.782534683,1.780699078,Moderate,"(48.00047419, -173.4409635)"
-23.65219441,-159.6337591,8/21/2020,8.077821647,0.462157256,Moderate,"(-23.65219441, -159.6337591)"
52.02682046,79.42110412,12/20/2020,5.10135838,2.741019469,Poor,"(52.02682046, 79.42110412)"
61.20300559,-105.8543435,4/20/2023,1.730716119,4.64690688,Moderate,"(61.20300559, -105.8543435)"
60.57849251,113.7566265,11/25/2014,9.644382142,1.473716791,Good,"(60.57849251, 113.7566265)"
-39.95095711,-34.99177306,2/15/2016,3.917903889,4.020537371,Good,"(-39.95095711, -34.99177306)"
84.2767904,22.51338799,4/16/2017,7.420981699,2.186222823,Good,"(84.2767904, 22.51338799)"
82.49028009,124.8338457,10/9/2022,9.047460258,3.817239363,Good,"(82.49028009, 124.8338457)"
84.06842256,-3.696325358,2/21/2022,4.936768827,1.280084926,Good,"(84.06842256, -3.696325358)"
67.47162515,-150.3669298,7/20/2015,6.082713456,3.09048421,Good,"(67.47162515, -150.3669298)"
10.01927255,152.1892331,3/26/2019,0.15194753,3.662632426,Good,"(10.01927255, 152.1892331)"
-35.69371656,28.9344189,1/20/2018,9.135124768,1.414637821,Good,"(-35.69371656, 28.9344189)"
65.12813856,169.3174371,3/15/2017,0.322885458,2.459802658,Moderate,"(65.12813856, 169.3174371)"
73.63669627,-85.46807441,8/12/2016,9.134726339,3.301220038,Poor,"(73.63669627, -85.46807441)"
-56.27503774,145.8742923,4/26/2015,7.88991314,3.160557422,Good,"(-56.27503774, 145.8742923)"
84.66755901,-13.57057526,6/3/2015,0.916190047,0.578868797,Poor,"(84.66755901, -13.57057526)"
-53.64604288,142.387162,1/26/2020,9.790998991,2.417432463,Moderate,"(-53.64604288, 142.387162)"
-4.209438858,-164.1950624,1/21/2020,7.105369769,3.673936519,Good,"(-4.209438858, -164.1950624)"
-3.466548511,127.8456907,9/10/2021,3.401806329,3.200146896,Moderate,"(-3.466548511, 127.8456907)"
-8.173823899,-86.82290165,5/9/2021,3.629149589,1.436490514,Good,"(-8.173823899, -86.82290165)"
66.61796225,143.1367058,12/8/2022,8.982791424,4.798692004,Good,"(66.61796225, 143.1367058)"
-27.16427844,15.21556303,6/29/2022,8.301635576,4.13747232,Good,"(-27.16427844, 15.21556303)"
-49.49971296,34.34339307,4/29/2019,9.970627137,1.320541159,Moderate,"(-49.49971296, 34.34339307)"
-71.12984269,-95.44265413,10/12/2018,7.402788554,4.45134536,Moderate,"(-71.12984269, -95.44265413)"
29.87125394,110.9919433,1/28/2017,9.756793608,4.157380161,Good,"(29.87125394, 110.9919433)"
57.01062367,58.11248498,5/25/2020,9.753580736,3.091468341,Moderate,"(57.01062367, 58.11248498)"
39.2735747,91.44488311,11/5/2014,4.493876959,3.729066155,Good,"(39.2735747, 91.44488311)"
44.43008597,-1.354287684,9/9/2023,8.791766066,3.680911901,Good,"(44.43008597, -1.354287684)"
21.06633792,90.2964658,1/3/2022,2.259962792,2.935022736,Poor,"(21.06633792, 90.2964658)"
-38.66851294,68.70718649,5/21/2018,1.99006823,0.82730486,Good,"(-38.66851294, 68.70718649)"
76.99555428,-140.3943852,5/31/2015,7.686293257,2.490945273,Moderate,"(76.99555428, -140.3943852)"
61.72580018,59.71798845,9/1/2019,8.142011099,4.908473329,Moderate,"(61.72580018, 59.71798845)"
86.97649289,-171.7440096,3/28/2021,3.665516115,0.00205062,Poor,"(86.97649289, -171.7440096)"
-56.67905,11.86683768,6/11/2019,5.763280588,3.477161335,Good,"(-56.67905, 11.86683768)"
38.57397233,31.84858337,10/13/2019,1.33787867,0.092978749,Good,"(38.57397233, 31.84858337)"
-1.104212354,-144.8392981,12/6/2014,4.260660632,2.156452825,Good,"(-1.104212354, -144.8392981)"
-7.055452387,45.63538905,10/28/2015,6.83801306,4.692415132,Moderate,"(-7.055452387, 45.63538905)"
9.677893267,-131.6171639,6/28/2020,9.571850472,0.605335384,Moderate,"(9.677893267, -131.6171639)"
35.66094763,-150.7558895,10/22/2021,5.485680222,1.507775988,Moderate,"(35.66094763, -150.7558895)"
-58.82521748,-113.6276141,11/3/2021,6.45114435,0.012428617,Good,"(-58.82521748, -113.6276141)"
-3.580594714,-119.8475751,3/5/2017,8.882555492,2.127838338,Good,"(-3.580594714, -119.8475751)"
56.07332471,154.2891703,6/30/2020,7.536148146,3.322360479,Moderate,"(56.07332471, 154.2891703)"
-4.304882526,-58.17499384,12/13/2018,1.059228842,2.020404506,Moderate,"(-4.304882526, -58.17499384)"
18.90774303,-49.61515446,9/21/2016,8.483961874,0.353429491,Moderate,"(18.90774303, -49.61515446)"
13.94931385,-48.63006716,7/23/2020,6.342626794,0.760784105,Moderate,"(13.94931385, -48.63006716)"
-78.85994961,-131.4257878,11/30/2015,1.419514662,1.29016947,Poor,"(-78.85994961, -131.4257878)"
87.03997527,-130.4566069,10/11/2023,9.718412847,3.994334085,Moderate,"(87.03997527, -130.4566069)"
54.92294734,-142.4905962,5/9/2019,1.468634233,0.495782208,Moderate,"(54.92294734, -142.4905962)"
86.19425658,-18.75939418,9/1/2015,8.063512461,4.055426606,Poor,"(86.19425658, -18.75939418)"
78.02206041,13.06969371,4/26/2020,0.160514686,3.50873557,Good,"(78.02206041, 13.06969371)"
-44.48630201,-97.16377091,5/15/2021,3.036341882,0.135031349,Good,"(-44.48630201, -97.16377091)"
-60.33499383,145.6924668,4/29/2019,8.560346573,4.15284842,Poor,"(-60.33499383, 145.6924668)"
-32.84933415,-123.1843627,3/28/2023,3.365191259,2.380392049,Good,"(-32.84933415, -123.1843627)"
17.20530353,88.92600762,12/15/2023,4.50632947,4.061868142,Good,"(17.20530353, 88.92600762)"
-2.410903569,112.8577273,10/29/2021,6.332311713,4.606574149,Moderate,"(-2.410903569, 112.8577273)"
57.544165,113.9404479,10/17/2014,1.149444406,0.340421751,Moderate,"(57.544165, 113.9404479)"
-37.33724755,134.045103,2/5/2017,9.16523197,0.401664113,Moderate,"(-37.33724755, 134.045103)"
8.213206423,-151.2337563,12/18/2016,6.917237957,2.255004637,Good,"(8.213206423, -151.2337563)"
84.05207063,-138.7949325,5/10/2015,2.476705159,0.70129958,Poor,"(84.05207063, -138.7949325)"
-82.10476264,134.5221929,6/15/2022,3.955437183,4.881862475,Moderate,"(-82.10476264, 134.5221929)"
-47.30586623,-20.87131548,4/23/2014,7.461204578,1.111895445,Good,"(-47.30586623, -20.87131548)"
37.50484807,-28.51608355,4/28/2021,4.127827857,1.61785768,Good,"(37.50484807, -28.51608355)"
-84.73123078,62.56119784,6/11/2021,1.895279488,3.427298572,Moderate,"(-84.73123078, 62.56119784)"
37.45348803,-57.74219176,10/11/2021,2.320408638,0.224749343,Poor,"(37.45348803, -57.74219176)"
40.33305475,67.50175753,2/23/2015,5.187872552,2.990949029,Poor,"(40.33305475, 67.50175753)"
-53.38874844,121.849368,2/17/2020,1.219928675,0.893042255,Moderate,"(-53.38874844, 121.849368)"
-58.3013092,-125.7375749,9/14/2019,1.781415987,4.268674834,Good,"(-58.3013092, -125.7375749)"
29.11744703,-38.63272426,2/2/2021,4.229537571,1.593626801,Good,"(29.11744703, -38.63272426)"
-75.51590688,101.1077854,12/1/2019,4.411055797,0.372673759,Poor,"(-75.51590688, 101.1077854)"
40.25215699,61.73932307,3/8/2016,0.014670763,3.919240743,Moderate,"(40.25215699, 61.73932307)"
-86.53822932,80.45642301,6/27/2016,1.505580902,2.701459117,Poor,"(-86.53822932, 80.45642301)"
-69.37412946,140.8253074,11/29/2023,9.909705786,2.651483737,Poor,"(-69.37412946, 140.8253074)"
-84.91379707,-103.8970551,12/2/2023,6.080903746,1.579238245,Good,"(-84.91379707, -103.8970551)"
-28.86281571,-52.12295301,8/4/2015,5.348852019,3.654275331,Good,"(-28.86281571, -52.12295301)"
5.682190004,-33.12115353,2/20/2021,4.330792314,4.968825956,Moderate,"(5.682190004, -33.12115353)"
20.58615212,115.9724385,2/1/2021,5.477422338,3.363969717,Poor,"(20.58615212, 115.9724385)"
81.39884666,-168.7887744,10/22/2017,6.155514422,2.166118545,Moderate,"(81.39884666, -168.7887744)"
5.054747024,178.4741145,11/29/2022,5.146024759,4.933152539,Good,"(5.054747024, 178.4741145)"
-43.74441735,-27.16639927,12/16/2016,9.219897663,1.159895025,Good,"(-43.74441735, -27.16639927)"
83.1641856,-32.82615823,2/17/2021,7.439941568,3.687516109,Good,"(83.1641856, -32.82615823)"
-50.84060215,-101.4907057,3/31/2017,5.764277006,2.932834731,Moderate,"(-50.84060215, -101.4907057)"
-1.478873586,-171.4577916,3/14/2017,2.648704425,3.844559613,Good,"(-1.478873586, -171.4577916)"
74.88916349,-75.9199145,8/13/2016,1.934839065,2.286753478,Good,"(74.88916349, -75.9199145)"
49.81494043,-88.99559499,5/13/2020,6.945673075,4.691893992,Good,"(49.81494043, -88.99559499)"
-75.94652625,79.35928405,10/6/2022,3.869914042,3.686067001,Poor,"(-75.94652625, 79.35928405)"
-31.82126378,40.6097387,8/20/2020,1.23970825,4.333733403,Moderate,"(-31.82126378, 40.6097387)"
7.705164376,-68.63884603,3/8/2023,4.874888345,1.292287106,Good,"(7.705164376, -68.63884603)"
-66.04632177,10.67622366,7/4/2015,6.988857428,4.675178476,Good,"(-66.04632177, 10.67622366)"
-42.64581955,-82.21391279,6/15/2020,0.503883866,4.597570563,Moderate,"(-42.64581955, -82.21391279)"
13.01706287,150.3978035,7/12/2022,1.500268947,4.224885666,Moderate,"(13.01706287, 150.3978035)"
76.29809445,83.68236919,9/19/2017,7.911296872,1.478566956,Good,"(76.29809445, 83.68236919)"
54.19056798,-135.3476722,12/21/2018,8.672235674,4.497045706,Poor,"(54.19056798, -135.3476722)"
72.28130755,-45.34941705,11/18/2020,4.474389028,3.343319093,Moderate,"(72.28130755, -45.34941705)"
6.19776507,177.6007607,7/7/2018,5.188260682,1.14694502,Good,"(6.19776507, 177.6007607)"
32.81878423,-161.3374906,1/6/2021,9.138867285,2.40672738,Good,"(32.81878423, -161.3374906)"
30.8569583,-167.7040182,2/13/2019,1.0420375,4.682332174,Moderate,"(30.8569583, -167.7040182)"
-13.96665094,89.77577141,10/6/2022,3.700801645,2.724132722,Good,"(-13.96665094, 89.77577141)"
73.93054227,-0.813939704,9/17/2017,0.796773638,3.751088035,Poor,"(73.93054227, -0.813939704)"
0.635007561,-115.4442133,1/19/2015,3.654483407,0.576661804,Poor,"(0.635007561, -115.4442133)"
-3.820925373,-130.0516625,10/27/2018,9.02589747,1.820942519,Poor,"(-3.820925373, -130.0516625)"
-38.43636616,18.25036083,4/18/2014,8.748194225,2.578875876,Moderate,"(-38.43636616, 18.25036083)"
41.90672233,121.2542792,6/29/2017,5.263397254,1.849512209,Moderate,"(41.90672233, 121.2542792)"
-72.31501558,42.81538457,1/1/2017,8.654158466,3.425535496,Good,"(-72.31501558, 42.81538457)"
-24.09884099,158.3318106,3/19/2015,1.916509112,1.120593113,Poor,"(-24.09884099, 158.3318106)"
70.67516455,99.12961897,4/2/2017,6.699137465,2.730794642,Good,"(70.67516455, 99.12961897)"
-60.2130189,-85.31011485,12/30/2022,4.932010938,2.707231224,Good,"(-60.2130189, -85.31011485)"
22.57516986,-1.305194104,12/1/2020,3.834414583,4.17065098,Poor,"(22.57516986, -1.305194104)"
60.880868,-146.1098038,7/15/2023,1.127814832,2.109632216,Poor,"(60.880868, -146.1098038)"
-43.31271267,-170.2498781,4/16/2021,9.357846604,0.485172079,Moderate,"(-43.31271267, -170.2498781)"
-13.05694698,62.06755115,6/20/2021,4.486011492,4.094567266,Good,"(-13.05694698, 62.06755115)"
76.43210619,-172.3027971,3/29/2017,5.039230725,1.900691058,Moderate,"(76.43210619, -172.3027971)"
-37.50009598,-121.4339166,3/23/2015,1.913965601,1.676741945,Moderate,"(-37.50009598, -121.4339166)"
49.7400627,72.31310749,3/1/2023,9.568170551,0.822974293,Good,"(49.7400627, 72.31310749)"
-6.39173642,103.5560678,3/17/2022,1.494785879,3.433445977,Moderate,"(-6.39173642, 103.5560678)"
-47.9487339,-72.97505731,10/25/2016,0.048908519,4.307509309,Moderate,"(-47.9487339, -72.97505731)"
-42.45736839,-160.0834063,5/13/2023,9.993614506,1.187832067,Good,"(-42.45736839, -160.0834063)"
69.60297975,-9.3964896,10/31/2019,7.48549978,0.305051656,Good,"(69.60297975, -9.3964896)"
15.74793445,-144.6850835,5/1/2019,9.178116349,3.802283585,Moderate,"(15.74793445, -144.6850835)"
-55.2814735,68.46253873,8/26/2015,1.152956281,3.308325609,Good,"(-55.2814735, 68.46253873)"
-51.26713574,95.37569318,4/3/2014,9.394093336,2.224495901,Good,"(-51.26713574, 95.37569318)"
70.95105275,81.67163446,6/13/2021,3.913326572,3.022295926,Moderate,"(70.95105275, 81.67163446)"
47.47443609,-155.2777611,2/24/2020,6.809655064,1.926459668,Moderate,"(47.47443609, -155.2777611)"
-89.00812076,46.11429091,6/6/2015,3.138991012,2.103339426,Moderate,"(-89.00812076, 46.11429091)"
39.43386424,99.10270358,7/2/2023,6.181405679,0.48508298,Good,"(39.43386424, 99.10270358)"
67.72714889,-119.5096087,1/1/2015,5.793214063,2.366917072,Good,"(67.72714889, -119.5096087)"
16.03770464,26.86279764,7/8/2023,1.055389083,4.375979424,Moderate,"(16.03770464, 26.86279764)"
-85.24992029,-49.26227399,10/3/2023,2.104526797,0.173802761,Good,"(-85.24992029, -49.26227399)"
67.97130793,-65.15188259,1/23/2016,8.501839284,1.283762122,Poor,"(67.97130793, -65.15188259)"
-7.092585242,23.59971338,12/28/2020,6.813100704,3.636754549,Poor,"(-7.092585242, 23.59971338)"
21.55897517,70.98913883,6/4/2023,8.996395534,1.495340268,Good,"(21.55897517, 70.98913883)"
-72.20772866,2.079729586,1/24/2015,4.607845757,0.013122782,Moderate,"(-72.20772866, 2.079729586)"
-17.47647995,-51.06652877,4/7/2019,7.135488687,1.806317448,Moderate,"(-17.47647995, -51.06652877)"
52.90350896,-90.49747316,11/9/2020,7.77942118,2.597016352,Moderate,"(52.90350896, -90.49747316)"
54.13689153,-34.06224733,9/19/2014,2.650401563,4.320301875,Moderate,"(54.13689153, -34.06224733)"
-55.51721757,-70.22003908,10/20/2016,8.169112335,1.037570079,Poor,"(-55.51721757, -70.22003908)"
63.23821882,87.08935413,5/2/2019,3.774399828,0.921311489,Moderate,"(63.23821882, 87.08935413)"
46.22989689,179.9487767,9/2/2019,3.847332442,1.858061051,Moderate,"(46.22989689, 179.9487767)"
